Orthogroup	BU_ATCC8492	PV_ATCC8482
OG0001294	BU_ATCC8492_01360	PV_ATCC8482_00817
OG0001295	BU_ATCC8492_01361	PV_ATCC8482_00816
OG0001296	BU_ATCC8492_01362	PV_ATCC8482_00815
OG0001297	BU_ATCC8492_01363	PV_ATCC8482_00814
OG0001298	BU_ATCC8492_01364	PV_ATCC8482_00813
OG0001299	BU_ATCC8492_01365	PV_ATCC8482_00812
OG0001300	BU_ATCC8492_01366	PV_ATCC8482_00811
OG0001301	BU_ATCC8492_01367	PV_ATCC8482_00810
OG0001302	BU_ATCC8492_01368	PV_ATCC8482_00809
OG0001303	BU_ATCC8492_01369	PV_ATCC8482_01676
OG0001304	BU_ATCC8492_01370	PV_ATCC8482_00807
OG0001305	BU_ATCC8492_01374	PV_ATCC8482_03136
OG0001306	BU_ATCC8492_01375	PV_ATCC8482_03137
OG0001307	BU_ATCC8492_01379	PV_ATCC8482_00350
OG0001308	BU_ATCC8492_01380	PV_ATCC8482_00352
OG0001309	BU_ATCC8492_01381	PV_ATCC8482_00354
OG0001310	BU_ATCC8492_01382	PV_ATCC8482_00355
OG0001311	BU_ATCC8492_01384	PV_ATCC8482_00249
OG0001312	BU_ATCC8492_01385	PV_ATCC8482_00248
OG0001313	BU_ATCC8492_01386	PV_ATCC8482_00247
OG0001314	BU_ATCC8492_01387	PV_ATCC8482_00246
OG0001315	BU_ATCC8492_01388	PV_ATCC8482_00245
OG0001316	BU_ATCC8492_01389	PV_ATCC8482_00244
OG0001317	BU_ATCC8492_01390	PV_ATCC8482_00243
OG0001318	BU_ATCC8492_01393	PV_ATCC8482_01736
OG0001319	BU_ATCC8492_01397	PV_ATCC8482_01840
OG0001320	BU_ATCC8492_01406	PV_ATCC8482_01677
OG0001321	BU_ATCC8492_01407	PV_ATCC8482_01678
OG0001322	BU_ATCC8492_01408	PV_ATCC8482_01679
OG0001323	BU_ATCC8492_01410	PV_ATCC8482_01681
OG0001324	BU_ATCC8492_01411	PV_ATCC8482_01682
OG0001325	BU_ATCC8492_01414	PV_ATCC8482_01684
OG0001326	BU_ATCC8492_01417	PV_ATCC8482_02872
OG0001327	BU_ATCC8492_01419	PV_ATCC8482_00404
OG0001328	BU_ATCC8492_01420	PV_ATCC8482_00403
OG0001329	BU_ATCC8492_01421	PV_ATCC8482_00402
OG0001330	BU_ATCC8492_01425	PV_ATCC8482_00396
OG0001331	BU_ATCC8492_01427	PV_ATCC8482_00398
OG0001332	BU_ATCC8492_01428	PV_ATCC8482_00399
OG0001333	BU_ATCC8492_01429	PV_ATCC8482_00395
OG0001334	BU_ATCC8492_01430	PV_ATCC8482_00394
OG0001335	BU_ATCC8492_01441	PV_ATCC8482_03348
OG0001336	BU_ATCC8492_01444	PV_ATCC8482_02098
OG0001337	BU_ATCC8492_01445	PV_ATCC8482_02099
OG0001338	BU_ATCC8492_01447	PV_ATCC8482_01891
OG0001339	BU_ATCC8492_01448	PV_ATCC8482_01892
OG0001340	BU_ATCC8492_01449	PV_ATCC8482_01893
OG0001341	BU_ATCC8492_01450	PV_ATCC8482_01894
OG0001342	BU_ATCC8492_01451	PV_ATCC8482_01895
OG0001343	BU_ATCC8492_01452	PV_ATCC8482_01896
OG0001344	BU_ATCC8492_01455	PV_ATCC8482_01897
OG0001345	BU_ATCC8492_01456	PV_ATCC8482_01898
OG0001346	BU_ATCC8492_01457	PV_ATCC8482_01899
OG0001347	BU_ATCC8492_01460	PV_ATCC8482_02107
OG0001348	BU_ATCC8492_01461	PV_ATCC8482_02108
OG0001349	BU_ATCC8492_01462	PV_ATCC8482_02109
OG0001350	BU_ATCC8492_01465	PV_ATCC8482_02110
OG0001351	BU_ATCC8492_01466	PV_ATCC8482_02111
OG0001352	BU_ATCC8492_01468	PV_ATCC8482_02112
OG0001353	BU_ATCC8492_01469	PV_ATCC8482_02114
OG0001354	BU_ATCC8492_01470	PV_ATCC8482_00359
OG0001355	BU_ATCC8492_01472	PV_ATCC8482_02115
OG0001356	BU_ATCC8492_01473	PV_ATCC8482_02116
OG0001357	BU_ATCC8492_01474	PV_ATCC8482_02117
OG0001358	BU_ATCC8492_01477	PV_ATCC8482_03997
OG0001359	BU_ATCC8492_01478	PV_ATCC8482_03731
OG0001360	BU_ATCC8492_01479	PV_ATCC8482_03732
OG0001361	BU_ATCC8492_01487, BU_ATCC8492_03770	
OG0001362	BU_ATCC8492_01492	PV_ATCC8482_01903
OG0001363	BU_ATCC8492_01493	PV_ATCC8482_01904
OG0001364	BU_ATCC8492_01495	PV_ATCC8482_01905
OG0001365	BU_ATCC8492_01496	PV_ATCC8482_01906
OG0001366	BU_ATCC8492_01497	PV_ATCC8482_01907
OG0001367	BU_ATCC8492_01498	PV_ATCC8482_00232
OG0001368	BU_ATCC8492_01519	PV_ATCC8482_02653
OG0001369	BU_ATCC8492_01522	PV_ATCC8482_01923
OG0001370	BU_ATCC8492_01523	PV_ATCC8482_01924
OG0001371	BU_ATCC8492_01524	PV_ATCC8482_01926
OG0001372	BU_ATCC8492_01526	PV_ATCC8482_01928
OG0001373	BU_ATCC8492_01527	PV_ATCC8482_01929
OG0001374	BU_ATCC8492_01528	PV_ATCC8482_01930
OG0001375	BU_ATCC8492_01529	PV_ATCC8482_01931
OG0001376	BU_ATCC8492_01530	PV_ATCC8482_01933
OG0001377	BU_ATCC8492_01531	PV_ATCC8482_01935
OG0001378	BU_ATCC8492_01532	PV_ATCC8482_01941
OG0001379	BU_ATCC8492_01534	PV_ATCC8482_03337
OG0001380	BU_ATCC8492_01535	PV_ATCC8482_03110
OG0001381	BU_ATCC8492_01536	PV_ATCC8482_01942
OG0001382	BU_ATCC8492_01540	PV_ATCC8482_00873
OG0001383	BU_ATCC8492_01545	PV_ATCC8482_01945
OG0001384	BU_ATCC8492_01547	PV_ATCC8482_01947
OG0001385	BU_ATCC8492_01549	PV_ATCC8482_01948
OG0001386	BU_ATCC8492_01550	PV_ATCC8482_01949
OG0001387	BU_ATCC8492_01551	PV_ATCC8482_01950
OG0001388	BU_ATCC8492_01552	PV_ATCC8482_01951
OG0001389	BU_ATCC8492_01553	PV_ATCC8482_01952
OG0001390	BU_ATCC8492_01554	PV_ATCC8482_01953
OG0001391	BU_ATCC8492_01555	PV_ATCC8482_01954
OG0001392	BU_ATCC8492_01556	PV_ATCC8482_01955
OG0001393	BU_ATCC8492_01557	PV_ATCC8482_01957
OG0001394	BU_ATCC8492_01558	PV_ATCC8482_01958
OG0001395	BU_ATCC8492_01559	PV_ATCC8482_01959
OG0001396	BU_ATCC8492_01560	PV_ATCC8482_01960
OG0001397	BU_ATCC8492_01561	PV_ATCC8482_01961
OG0001398	BU_ATCC8492_01562	PV_ATCC8482_02577
OG0001399	BU_ATCC8492_01563	PV_ATCC8482_02299
OG0001400	BU_ATCC8492_01565	PV_ATCC8482_02768
OG0001401	BU_ATCC8492_01566	PV_ATCC8482_01238
OG0001402	BU_ATCC8492_01567	PV_ATCC8482_00077
OG0001403	BU_ATCC8492_01568	PV_ATCC8482_01771
OG0001404	BU_ATCC8492_01572	PV_ATCC8482_02361
OG0001405	BU_ATCC8492_01577	PV_ATCC8482_00322
OG0001406	BU_ATCC8492_01592	PV_ATCC8482_03937
OG0001407	BU_ATCC8492_01595	PV_ATCC8482_01968
OG0001408	BU_ATCC8492_01596	PV_ATCC8482_01969
OG0001409	BU_ATCC8492_01598	PV_ATCC8482_01971
OG0001410	BU_ATCC8492_01599	PV_ATCC8482_01972
OG0001411	BU_ATCC8492_01600	PV_ATCC8482_01973
OG0001412	BU_ATCC8492_01601	PV_ATCC8482_01974
OG0001413	BU_ATCC8492_01602	PV_ATCC8482_01975
OG0001414	BU_ATCC8492_01604	PV_ATCC8482_01976
OG0001415	BU_ATCC8492_01605	PV_ATCC8482_01977
OG0001416	BU_ATCC8492_01606	PV_ATCC8482_01978
OG0001417	BU_ATCC8492_01607	PV_ATCC8482_01979
OG0001418	BU_ATCC8492_01608	PV_ATCC8482_01980
OG0001419	BU_ATCC8492_01609	PV_ATCC8482_01981
OG0001420	BU_ATCC8492_01610	PV_ATCC8482_01982
OG0001421	BU_ATCC8492_01611	PV_ATCC8482_01983
OG0001422	BU_ATCC8492_01614	PV_ATCC8482_01984
OG0001423	BU_ATCC8492_01615	PV_ATCC8482_01985
OG0001424	BU_ATCC8492_01616	PV_ATCC8482_03071
OG0001425	BU_ATCC8492_01617	PV_ATCC8482_01987
OG0001426	BU_ATCC8492_01619	PV_ATCC8482_01989
OG0001427	BU_ATCC8492_01621	PV_ATCC8482_01757
OG0001428	BU_ATCC8492_01622	PV_ATCC8482_01991
OG0001429	BU_ATCC8492_01623	PV_ATCC8482_01992
OG0001430	BU_ATCC8492_01624	PV_ATCC8482_01993
OG0001431	BU_ATCC8492_01625	PV_ATCC8482_01994
OG0001432	BU_ATCC8492_01626	PV_ATCC8482_01995
OG0001433	BU_ATCC8492_01628	PV_ATCC8482_01998
OG0001434	BU_ATCC8492_01629	PV_ATCC8482_02000
OG0001435	BU_ATCC8492_01630	PV_ATCC8482_02001
OG0001436	BU_ATCC8492_01632	PV_ATCC8482_02034
OG0001437	BU_ATCC8492_01634	PV_ATCC8482_02036
OG0001438	BU_ATCC8492_01637	PV_ATCC8482_01765
OG0001439	BU_ATCC8492_01638	PV_ATCC8482_01764
OG0001440	BU_ATCC8492_01640	PV_ATCC8482_01819
OG0001441	BU_ATCC8492_01641	PV_ATCC8482_01820
OG0001442	BU_ATCC8492_01642	PV_ATCC8482_01821
OG0001443	BU_ATCC8492_01643	PV_ATCC8482_01822
OG0001444	BU_ATCC8492_01644	PV_ATCC8482_01823
OG0001445	BU_ATCC8492_01645	PV_ATCC8482_01824
OG0001446	BU_ATCC8492_01646	PV_ATCC8482_01825
OG0001447	BU_ATCC8492_01647	PV_ATCC8482_01826
OG0001448	BU_ATCC8492_01648	PV_ATCC8482_01827
OG0001449	BU_ATCC8492_01649	PV_ATCC8482_01828
OG0001450	BU_ATCC8492_01652	PV_ATCC8482_01831
OG0001451	BU_ATCC8492_01653	PV_ATCC8482_01832
OG0001452	BU_ATCC8492_01655	PV_ATCC8482_01833
OG0001453	BU_ATCC8492_01656	PV_ATCC8482_01834
OG0001454	BU_ATCC8492_01657	PV_ATCC8482_03912
OG0001455	BU_ATCC8492_01658	PV_ATCC8482_03911
OG0001456	BU_ATCC8492_01659	PV_ATCC8482_01863
OG0001457	BU_ATCC8492_01662	PV_ATCC8482_01866
OG0001458	BU_ATCC8492_01663	PV_ATCC8482_02520
OG0001459	BU_ATCC8492_01667	PV_ATCC8482_02516
OG0001460	BU_ATCC8492_01670	PV_ATCC8482_02054
OG0001461	BU_ATCC8492_01671	PV_ATCC8482_02056
OG0001462	BU_ATCC8492_01673	PV_ATCC8482_02058
OG0001463	BU_ATCC8492_01678	PV_ATCC8482_02060
OG0001464	BU_ATCC8492_01679	PV_ATCC8482_02061
OG0001465	BU_ATCC8492_01680	PV_ATCC8482_04224
OG0001466	BU_ATCC8492_01683	PV_ATCC8482_00072
OG0001467	BU_ATCC8492_01684	PV_ATCC8482_00074
OG0001468	BU_ATCC8492_01685	PV_ATCC8482_00070
OG0001469	BU_ATCC8492_01688	PV_ATCC8482_00067
OG0001470	BU_ATCC8492_01691	PV_ATCC8482_00065
OG0001471	BU_ATCC8492_01692	PV_ATCC8482_00064
OG0001472	BU_ATCC8492_01693	PV_ATCC8482_00063
OG0001473	BU_ATCC8492_01695	PV_ATCC8482_00061
OG0001474	BU_ATCC8492_01696, BU_ATCC8492_01701	
OG0001475	BU_ATCC8492_01699, BU_ATCC8492_03666	
OG0001476	BU_ATCC8492_01706	PV_ATCC8482_00305
OG0001477	BU_ATCC8492_01707	PV_ATCC8482_00306
OG0001478	BU_ATCC8492_01708	PV_ATCC8482_01871
OG0001479	BU_ATCC8492_01709	PV_ATCC8482_01740
OG0001480	BU_ATCC8492_01710	PV_ATCC8482_02133
OG0001481	BU_ATCC8492_01711	PV_ATCC8482_02063
OG0001482	BU_ATCC8492_01712	PV_ATCC8482_02064
OG0001483	BU_ATCC8492_01713	PV_ATCC8482_00582
OG0001484	BU_ATCC8492_01716	PV_ATCC8482_02132
OG0001485	BU_ATCC8492_01720	PV_ATCC8482_02065
OG0001486	BU_ATCC8492_01721	PV_ATCC8482_02123
OG0001487	BU_ATCC8492_01724	PV_ATCC8482_02854
OG0001488	BU_ATCC8492_01725	PV_ATCC8482_02853
OG0001489	BU_ATCC8492_01726	PV_ATCC8482_02851
OG0001490	BU_ATCC8492_01731	PV_ATCC8482_02962
OG0001491	BU_ATCC8492_01732	PV_ATCC8482_02961
OG0001492	BU_ATCC8492_01733	PV_ATCC8482_00120
OG0001493	BU_ATCC8492_01735	PV_ATCC8482_00119
OG0001494	BU_ATCC8492_01760	PV_ATCC8482_03493
OG0001495	BU_ATCC8492_01764	PV_ATCC8482_00105
OG0001496	BU_ATCC8492_01765	PV_ATCC8482_00104
OG0001497	BU_ATCC8492_01767	PV_ATCC8482_00102
OG0001498	BU_ATCC8492_01768	PV_ATCC8482_00101
OG0001499	BU_ATCC8492_01769	PV_ATCC8482_00100
OG0001500	BU_ATCC8492_01770	PV_ATCC8482_00099
OG0001501	BU_ATCC8492_01771	PV_ATCC8482_00098
OG0001502	BU_ATCC8492_01772	PV_ATCC8482_00097
OG0001503	BU_ATCC8492_01773	PV_ATCC8482_02614
OG0001504	BU_ATCC8492_01774	PV_ATCC8482_02615
OG0001505	BU_ATCC8492_01775	PV_ATCC8482_02616
OG0001506	BU_ATCC8492_01776	PV_ATCC8482_02617
OG0001507	BU_ATCC8492_01778	PV_ATCC8482_02618
OG0001508	BU_ATCC8492_01779	PV_ATCC8482_02619
OG0001509	BU_ATCC8492_01781	PV_ATCC8482_01750
OG0001510	BU_ATCC8492_01782	PV_ATCC8482_01749
OG0001511	BU_ATCC8492_01783	PV_ATCC8482_01748
OG0001512	BU_ATCC8492_01784	PV_ATCC8482_01747
OG0001513	BU_ATCC8492_01785	PV_ATCC8482_01746
OG0001514	BU_ATCC8492_01786	PV_ATCC8482_01745
OG0001515	BU_ATCC8492_01788	PV_ATCC8482_01744
OG0001516	BU_ATCC8492_01790	PV_ATCC8482_02621
OG0001517	BU_ATCC8492_01791	PV_ATCC8482_02622
OG0001518	BU_ATCC8492_01792	PV_ATCC8482_03906
OG0001519	BU_ATCC8492_01793	PV_ATCC8482_03748
OG0001520	BU_ATCC8492_01794	PV_ATCC8482_01732
OG0001521	BU_ATCC8492_01801, BU_ATCC8492_02382	
OG0001522	BU_ATCC8492_01810	PV_ATCC8482_00329
OG0001523	BU_ATCC8492_01816	PV_ATCC8482_02696
OG0001524	BU_ATCC8492_01817	PV_ATCC8482_02697
OG0001525	BU_ATCC8492_01819	PV_ATCC8482_02699
OG0001526	BU_ATCC8492_01820, BU_ATCC8492_02273	
OG0001527	BU_ATCC8492_01821	PV_ATCC8482_02701
OG0001528	BU_ATCC8492_01822	PV_ATCC8482_02702
OG0001529	BU_ATCC8492_01823	PV_ATCC8482_02703
OG0001530	BU_ATCC8492_01824	PV_ATCC8482_02704
OG0001531	BU_ATCC8492_01826	PV_ATCC8482_03683
OG0001532	BU_ATCC8492_01827	PV_ATCC8482_03684
OG0001533	BU_ATCC8492_01829	PV_ATCC8482_03685
OG0001534	BU_ATCC8492_01830	PV_ATCC8482_03686
OG0001535	BU_ATCC8492_01832	PV_ATCC8482_02706
OG0001536	BU_ATCC8492_01833	PV_ATCC8482_02855
OG0001537	BU_ATCC8492_01835	PV_ATCC8482_02856
OG0001538	BU_ATCC8492_01837	PV_ATCC8482_02858
OG0001539	BU_ATCC8492_01838	PV_ATCC8482_02982
OG0001540	BU_ATCC8492_01839	PV_ATCC8482_02983
OG0001541	BU_ATCC8492_01840	PV_ATCC8482_02984
OG0001542	BU_ATCC8492_01841	PV_ATCC8482_02985
OG0001543	BU_ATCC8492_01843	PV_ATCC8482_03736
OG0001544	BU_ATCC8492_01847	PV_ATCC8482_03733
OG0001545	BU_ATCC8492_01848	PV_ATCC8482_03730
OG0001546	BU_ATCC8492_01849	PV_ATCC8482_03729
OG0001547	BU_ATCC8492_01850	PV_ATCC8482_03728
OG0001548	BU_ATCC8492_01857	PV_ATCC8482_00645
OG0001549	BU_ATCC8492_01858	PV_ATCC8482_00644
OG0001550	BU_ATCC8492_01862	PV_ATCC8482_00641
OG0001551	BU_ATCC8492_01863	PV_ATCC8482_00640
OG0001552	BU_ATCC8492_01867	PV_ATCC8482_03727
OG0001553	BU_ATCC8492_01868	PV_ATCC8482_03726
OG0001554	BU_ATCC8492_01869	PV_ATCC8482_03725
OG0001555	BU_ATCC8492_01870	PV_ATCC8482_03724
OG0001556	BU_ATCC8492_01871	PV_ATCC8482_03680
OG0001557	BU_ATCC8492_01872	PV_ATCC8482_03681
OG0001558	BU_ATCC8492_01873	PV_ATCC8482_03682
OG0001559	BU_ATCC8492_01877	PV_ATCC8482_03097
OG0001560	BU_ATCC8492_01878	PV_ATCC8482_00667
OG0001561	BU_ATCC8492_01879	PV_ATCC8482_00668
OG0001562	BU_ATCC8492_01881	PV_ATCC8482_00758
OG0001563	BU_ATCC8492_01882	PV_ATCC8482_00757
OG0001564	BU_ATCC8492_01883	PV_ATCC8482_00756
OG0001565	BU_ATCC8492_01884	PV_ATCC8482_00755
OG0001566	BU_ATCC8492_01885	PV_ATCC8482_00754
OG0001567	BU_ATCC8492_01886	PV_ATCC8482_00753
OG0001568	BU_ATCC8492_01889	PV_ATCC8482_00750
OG0001569	BU_ATCC8492_01890	PV_ATCC8482_00749
OG0001570	BU_ATCC8492_01892	PV_ATCC8482_00748
OG0001571	BU_ATCC8492_01893	PV_ATCC8482_00747
OG0001572	BU_ATCC8492_01894	PV_ATCC8482_00746
OG0001573	BU_ATCC8492_01895	PV_ATCC8482_00745
OG0001574	BU_ATCC8492_01897	PV_ATCC8482_00743
OG0001575	BU_ATCC8492_01899	PV_ATCC8482_00741
OG0001576	BU_ATCC8492_01900	PV_ATCC8482_00740
OG0001577	BU_ATCC8492_01902	PV_ATCC8482_00738
OG0001578	BU_ATCC8492_01907	PV_ATCC8482_01595
OG0001579	BU_ATCC8492_01909	PV_ATCC8482_00731
OG0001580	BU_ATCC8492_01934	PV_ATCC8482_01623
OG0001581	BU_ATCC8492_01935	PV_ATCC8482_01624
OG0001582	BU_ATCC8492_01938	PV_ATCC8482_01625
OG0001583	BU_ATCC8492_01939	PV_ATCC8482_01626
OG0001584	BU_ATCC8492_01941	PV_ATCC8482_01628
OG0001585	BU_ATCC8492_01945	PV_ATCC8482_01632
OG0001586	BU_ATCC8492_01949	PV_ATCC8482_00690
OG0001587	BU_ATCC8492_01950	PV_ATCC8482_01637
OG0001588	BU_ATCC8492_01956	PV_ATCC8482_00682
OG0001589	BU_ATCC8492_01957	PV_ATCC8482_01644
OG0001590	BU_ATCC8492_01958	PV_ATCC8482_01645
OG0001591	BU_ATCC8492_01959	PV_ATCC8482_01646
OG0001592	BU_ATCC8492_01960	PV_ATCC8482_01647
OG0001593	BU_ATCC8492_01961	PV_ATCC8482_01648
OG0001594	BU_ATCC8492_01962	PV_ATCC8482_01649
OG0001595	BU_ATCC8492_01963	PV_ATCC8482_01650
OG0001596	BU_ATCC8492_01964	PV_ATCC8482_01651
OG0001597	BU_ATCC8492_01965	PV_ATCC8482_01652
OG0001598	BU_ATCC8492_01966	PV_ATCC8482_01653
OG0001599	BU_ATCC8492_01967	PV_ATCC8482_01654
OG0001600	BU_ATCC8492_01969	PV_ATCC8482_01656
OG0001601	BU_ATCC8492_01970	PV_ATCC8482_01657
OG0001602	BU_ATCC8492_01972	PV_ATCC8482_01658
OG0001603	BU_ATCC8492_01974	PV_ATCC8482_01660
OG0001604	BU_ATCC8492_01978	PV_ATCC8482_01664
OG0001605	BU_ATCC8492_01979	PV_ATCC8482_01665
OG0001606	BU_ATCC8492_01980	PV_ATCC8482_01666
OG0001607	BU_ATCC8492_01981	PV_ATCC8482_01667
OG0001608	BU_ATCC8492_01989	PV_ATCC8482_02072
OG0001609	BU_ATCC8492_01990	PV_ATCC8482_02073
OG0001610	BU_ATCC8492_01991	PV_ATCC8482_02074
OG0001611	BU_ATCC8492_01993	PV_ATCC8482_02075
OG0001612	BU_ATCC8492_01995	PV_ATCC8482_02078
OG0001613	BU_ATCC8492_01996	PV_ATCC8482_02080
OG0001614	BU_ATCC8492_01997	PV_ATCC8482_02081
OG0001615	BU_ATCC8492_01998	PV_ATCC8482_02082
OG0001616	BU_ATCC8492_01999	PV_ATCC8482_02083
OG0001617	BU_ATCC8492_02000	PV_ATCC8482_02084
OG0001618	BU_ATCC8492_02001	PV_ATCC8482_02085
OG0001619	BU_ATCC8492_02003	PV_ATCC8482_00391
OG0001620	BU_ATCC8492_02005	PV_ATCC8482_00369
OG0001621	BU_ATCC8492_02007	PV_ATCC8482_04160
OG0001622	BU_ATCC8492_02009	PV_ATCC8482_00364
OG0001623	BU_ATCC8492_02010	PV_ATCC8482_00363
OG0001624	BU_ATCC8492_02011	PV_ATCC8482_03368
OG0001625	BU_ATCC8492_02012	PV_ATCC8482_01763
OG0001626	BU_ATCC8492_02014	PV_ATCC8482_02804
OG0001627	BU_ATCC8492_02015	PV_ATCC8482_02803
OG0001628	BU_ATCC8492_02017	PV_ATCC8482_00345
OG0001629	BU_ATCC8492_02019	PV_ATCC8482_00343
OG0001630	BU_ATCC8492_02020	PV_ATCC8482_00342
OG0001631	BU_ATCC8492_02021	PV_ATCC8482_03180
OG0001632	BU_ATCC8492_02031	PV_ATCC8482_01727
OG0001633	BU_ATCC8492_02033	PV_ATCC8482_01728
OG0001634	BU_ATCC8492_02036	PV_ATCC8482_03889
OG0001635	BU_ATCC8492_02038	PV_ATCC8482_03887
OG0001636	BU_ATCC8492_02039	PV_ATCC8482_00093
OG0001637	BU_ATCC8492_02040	PV_ATCC8482_00092
OG0001638	BU_ATCC8492_02041	PV_ATCC8482_00091
OG0001639	BU_ATCC8492_02042	PV_ATCC8482_00090
OG0001640	BU_ATCC8492_02046	PV_ATCC8482_00087
OG0001641	BU_ATCC8492_02048	PV_ATCC8482_00086
OG0001642	BU_ATCC8492_02049	PV_ATCC8482_00085
OG0001643	BU_ATCC8492_02052	PV_ATCC8482_00082
OG0001644	BU_ATCC8492_02054	PV_ATCC8482_00081
OG0001645	BU_ATCC8492_02055	PV_ATCC8482_00080
OG0001646	BU_ATCC8492_02057	PV_ATCC8482_00078
OG0001647	BU_ATCC8492_02060	PV_ATCC8482_02042
OG0001648	BU_ATCC8492_02061	PV_ATCC8482_02043
OG0001649	BU_ATCC8492_02067	PV_ATCC8482_01438
OG0001650	BU_ATCC8492_02072	PV_ATCC8482_01428
OG0001651	BU_ATCC8492_02076	PV_ATCC8482_02569
OG0001652	BU_ATCC8492_02078	PV_ATCC8482_02570
OG0001653	BU_ATCC8492_02079	PV_ATCC8482_02571
OG0001654	BU_ATCC8492_02080	PV_ATCC8482_02572
OG0001655	BU_ATCC8492_02081	PV_ATCC8482_02573
OG0001656	BU_ATCC8492_02082	PV_ATCC8482_02574
OG0001657	BU_ATCC8492_02083	PV_ATCC8482_02333
OG0001658	BU_ATCC8492_02084	PV_ATCC8482_00760
OG0001659	BU_ATCC8492_02085	PV_ATCC8482_02270
OG0001660	BU_ATCC8492_02086	PV_ATCC8482_02306
OG0001661	BU_ATCC8492_02087	PV_ATCC8482_02301
OG0001662	BU_ATCC8492_02088	PV_ATCC8482_02302
OG0001663	BU_ATCC8492_02095	PV_ATCC8482_03119
OG0001664	BU_ATCC8492_02096	PV_ATCC8482_03120
OG0001665	BU_ATCC8492_02097	PV_ATCC8482_03121
OG0001666	BU_ATCC8492_02098	PV_ATCC8482_02868
OG0001667	BU_ATCC8492_02099	PV_ATCC8482_03426
OG0001668	BU_ATCC8492_02101	PV_ATCC8482_03387
OG0001669	BU_ATCC8492_02107	PV_ATCC8482_02441
OG0001670	BU_ATCC8492_02108	PV_ATCC8482_02440
OG0001671	BU_ATCC8492_02109	PV_ATCC8482_02439
OG0001672	BU_ATCC8492_02110	PV_ATCC8482_02438
OG0001673	BU_ATCC8492_02111	PV_ATCC8482_04001
OG0001674	BU_ATCC8492_02112	PV_ATCC8482_02143
OG0001675	BU_ATCC8492_02113	PV_ATCC8482_02144
OG0001676	BU_ATCC8492_02114	PV_ATCC8482_02145
OG0001677	BU_ATCC8492_02116	PV_ATCC8482_00487
OG0001678	BU_ATCC8492_02117	PV_ATCC8482_00488
OG0001679	BU_ATCC8492_02119	PV_ATCC8482_02146
OG0001680	BU_ATCC8492_02120	PV_ATCC8482_00904
OG0001681	BU_ATCC8492_02122	PV_ATCC8482_02147
OG0001682	BU_ATCC8492_02123	PV_ATCC8482_02148
OG0001683	BU_ATCC8492_02125	PV_ATCC8482_02150
OG0001684	BU_ATCC8492_02126	PV_ATCC8482_02809
OG0001685	BU_ATCC8492_02127	PV_ATCC8482_02151
OG0001686	BU_ATCC8492_02129	PV_ATCC8482_02153
OG0001687	BU_ATCC8492_02130	PV_ATCC8482_02792
OG0001688	BU_ATCC8492_02131	PV_ATCC8482_02624
OG0001689	BU_ATCC8492_02132	PV_ATCC8482_02623
OG0001690	BU_ATCC8492_02133	PV_ATCC8482_03343
OG0001691	BU_ATCC8492_02134	PV_ATCC8482_00633
OG0001692	BU_ATCC8492_02135	PV_ATCC8482_00800
OG0001693	BU_ATCC8492_02136	PV_ATCC8482_03704
OG0001694	BU_ATCC8492_02139	PV_ATCC8482_03876
OG0001695	BU_ATCC8492_02140	PV_ATCC8482_03879
OG0001696	BU_ATCC8492_02143	PV_ATCC8482_03349
OG0001697	BU_ATCC8492_02144	PV_ATCC8482_03115
OG0001698	BU_ATCC8492_02145	PV_ATCC8482_03877
OG0001699	BU_ATCC8492_02146	PV_ATCC8482_02508
OG0001700	BU_ATCC8492_02148	PV_ATCC8482_01412
OG0001701	BU_ATCC8492_02149	PV_ATCC8482_03881
OG0001702	BU_ATCC8492_02153	PV_ATCC8482_00664
OG0001703	BU_ATCC8492_02154	PV_ATCC8482_00663
OG0001704	BU_ATCC8492_02155	PV_ATCC8482_00662
OG0001705	BU_ATCC8492_02156	PV_ATCC8482_00805
OG0001706	BU_ATCC8492_02157	PV_ATCC8482_03874
OG0001707	BU_ATCC8492_02161	PV_ATCC8482_02992
OG0001708	BU_ATCC8492_02164	PV_ATCC8482_01380
OG0001709	BU_ATCC8492_02165	PV_ATCC8482_02561
OG0001710	BU_ATCC8492_02168	PV_ATCC8482_02790
OG0001711	BU_ATCC8492_02169	PV_ATCC8482_00423
OG0001712	BU_ATCC8492_02170	PV_ATCC8482_00424
OG0001713	BU_ATCC8492_02172	PV_ATCC8482_03320
OG0001714	BU_ATCC8492_02173	PV_ATCC8482_02578
OG0001715	BU_ATCC8492_02184	PV_ATCC8482_04273
OG0001716	BU_ATCC8492_02198	PV_ATCC8482_02539
OG0001717	BU_ATCC8492_02199	PV_ATCC8482_01557
OG0001718	BU_ATCC8492_02201	PV_ATCC8482_03821
OG0001719	BU_ATCC8492_02203	PV_ATCC8482_03749
OG0001720	BU_ATCC8492_02204	PV_ATCC8482_03747
OG0001721	BU_ATCC8492_02205	PV_ATCC8482_03746
OG0001722	BU_ATCC8492_02206	PV_ATCC8482_03745
OG0001723	BU_ATCC8492_02208	PV_ATCC8482_03743
OG0001724	BU_ATCC8492_02209	PV_ATCC8482_03739
OG0001725	BU_ATCC8492_02210	PV_ATCC8482_02708
OG0001726	BU_ATCC8492_02211	PV_ATCC8482_02709
OG0001727	BU_ATCC8492_02212	PV_ATCC8482_02710
OG0001728	BU_ATCC8492_02214	PV_ATCC8482_02712
OG0001729	BU_ATCC8492_02215	PV_ATCC8482_02713
