Orthogroup	BU_ATCC8492	BU_ATCC8492_copy	BU_ATCC8492_copy_copy
OG0000274	BU_ATCC8492_00098	BU_ATCC8492_00098	BU_ATCC8492_00098
OG0000275	BU_ATCC8492_00099	BU_ATCC8492_00099	BU_ATCC8492_00099
OG0000276	BU_ATCC8492_00100	BU_ATCC8492_00100	BU_ATCC8492_00100
OG0000277	BU_ATCC8492_00101	BU_ATCC8492_00101	BU_ATCC8492_00101
OG0000278	BU_ATCC8492_00102	BU_ATCC8492_00102	BU_ATCC8492_00102
OG0000279	BU_ATCC8492_00103	BU_ATCC8492_00103	BU_ATCC8492_00103
OG0000280	BU_ATCC8492_00104	BU_ATCC8492_00104	BU_ATCC8492_00104
OG0000281	BU_ATCC8492_00105	BU_ATCC8492_00105	BU_ATCC8492_00105
OG0000282	BU_ATCC8492_00106	BU_ATCC8492_00106	BU_ATCC8492_00106
OG0000283	BU_ATCC8492_00107	BU_ATCC8492_00107	BU_ATCC8492_00107
OG0000284	BU_ATCC8492_00108	BU_ATCC8492_00108	BU_ATCC8492_00108
OG0000285	BU_ATCC8492_00109	BU_ATCC8492_00109	BU_ATCC8492_00109
OG0000286	BU_ATCC8492_00110	BU_ATCC8492_00110	BU_ATCC8492_00110
OG0000287	BU_ATCC8492_00111	BU_ATCC8492_00111	BU_ATCC8492_00111
OG0000288	BU_ATCC8492_00112	BU_ATCC8492_00112	BU_ATCC8492_00112
OG0000289	BU_ATCC8492_00113	BU_ATCC8492_00113	BU_ATCC8492_00113
OG0000290	BU_ATCC8492_00114	BU_ATCC8492_00114	BU_ATCC8492_00114
OG0000291	BU_ATCC8492_00115	BU_ATCC8492_00115	BU_ATCC8492_00115
OG0000292	BU_ATCC8492_00116	BU_ATCC8492_00116	BU_ATCC8492_00116
OG0000293	BU_ATCC8492_00117	BU_ATCC8492_00117	BU_ATCC8492_00117
OG0000294	BU_ATCC8492_00118	BU_ATCC8492_00118	BU_ATCC8492_00118
OG0000295	BU_ATCC8492_00119	BU_ATCC8492_00119	BU_ATCC8492_00119
OG0000296	BU_ATCC8492_00120	BU_ATCC8492_00120	BU_ATCC8492_00120
OG0000297	BU_ATCC8492_00121	BU_ATCC8492_00121	BU_ATCC8492_00121
OG0000298	BU_ATCC8492_00122	BU_ATCC8492_00122	BU_ATCC8492_00122
OG0000299	BU_ATCC8492_00123	BU_ATCC8492_00123	BU_ATCC8492_00123
OG0000300	BU_ATCC8492_00124	BU_ATCC8492_00124	BU_ATCC8492_00124
OG0000301	BU_ATCC8492_00125	BU_ATCC8492_00125	BU_ATCC8492_00125
OG0000302	BU_ATCC8492_00126	BU_ATCC8492_00126	BU_ATCC8492_00126
OG0000303	BU_ATCC8492_00127	BU_ATCC8492_00127	BU_ATCC8492_00127
OG0000304	BU_ATCC8492_00128	BU_ATCC8492_00128	BU_ATCC8492_00128
OG0000305	BU_ATCC8492_00129	BU_ATCC8492_00129	BU_ATCC8492_00129
OG0000306	BU_ATCC8492_00130	BU_ATCC8492_00130	BU_ATCC8492_00130
OG0000307	BU_ATCC8492_00131	BU_ATCC8492_00131	BU_ATCC8492_00131
OG0000308	BU_ATCC8492_00132	BU_ATCC8492_00132	BU_ATCC8492_00132
OG0000309	BU_ATCC8492_00133	BU_ATCC8492_00133	BU_ATCC8492_00133
OG0000310	BU_ATCC8492_00134	BU_ATCC8492_00134	BU_ATCC8492_00134
OG0000311	BU_ATCC8492_00135	BU_ATCC8492_00135	BU_ATCC8492_00135
OG0000312	BU_ATCC8492_00136	BU_ATCC8492_00136	BU_ATCC8492_00136
OG0000313	BU_ATCC8492_00137	BU_ATCC8492_00137	BU_ATCC8492_00137
OG0000314	BU_ATCC8492_00138	BU_ATCC8492_00138	BU_ATCC8492_00138
OG0000315	BU_ATCC8492_00139	BU_ATCC8492_00139	BU_ATCC8492_00139
OG0000316	BU_ATCC8492_00140	BU_ATCC8492_00140	BU_ATCC8492_00140
OG0000317	BU_ATCC8492_00141	BU_ATCC8492_00141	BU_ATCC8492_00141
OG0000318	BU_ATCC8492_00142	BU_ATCC8492_00142	BU_ATCC8492_00142
OG0000319	BU_ATCC8492_00143	BU_ATCC8492_00143	BU_ATCC8492_00143
OG0000320	BU_ATCC8492_00144	BU_ATCC8492_00144	BU_ATCC8492_00144
OG0000321	BU_ATCC8492_00145	BU_ATCC8492_00145	BU_ATCC8492_00145
OG0000322	BU_ATCC8492_00146	BU_ATCC8492_00146	BU_ATCC8492_00146
OG0000323	BU_ATCC8492_00147	BU_ATCC8492_00147	BU_ATCC8492_00147
OG0000324	BU_ATCC8492_00148	BU_ATCC8492_00148	BU_ATCC8492_00148
OG0000325	BU_ATCC8492_00149	BU_ATCC8492_00149	BU_ATCC8492_00149
OG0000326	BU_ATCC8492_00150	BU_ATCC8492_00150	BU_ATCC8492_00150
OG0000327	BU_ATCC8492_00151	BU_ATCC8492_00151	BU_ATCC8492_00151
OG0000328	BU_ATCC8492_00152	BU_ATCC8492_00152	BU_ATCC8492_00152
OG0000329	BU_ATCC8492_00153	BU_ATCC8492_00153	BU_ATCC8492_00153
OG0000330	BU_ATCC8492_00154	BU_ATCC8492_00154	BU_ATCC8492_00154
OG0000331	BU_ATCC8492_00155	BU_ATCC8492_00155	BU_ATCC8492_00155
OG0000332	BU_ATCC8492_00156	BU_ATCC8492_00156	BU_ATCC8492_00156
OG0000333	BU_ATCC8492_00157	BU_ATCC8492_00157	BU_ATCC8492_00157
OG0000334	BU_ATCC8492_00158	BU_ATCC8492_00158	BU_ATCC8492_00158
OG0000335	BU_ATCC8492_00159	BU_ATCC8492_00159	BU_ATCC8492_00159
OG0000336	BU_ATCC8492_00160	BU_ATCC8492_00160	BU_ATCC8492_00160
OG0000337	BU_ATCC8492_00161	BU_ATCC8492_00161	BU_ATCC8492_00161
OG0000338	BU_ATCC8492_00162	BU_ATCC8492_00162	BU_ATCC8492_00162
OG0000339	BU_ATCC8492_00163	BU_ATCC8492_00163	BU_ATCC8492_00163
OG0000340	BU_ATCC8492_00164	BU_ATCC8492_00164	BU_ATCC8492_00164
OG0000341	BU_ATCC8492_00165	BU_ATCC8492_00165	BU_ATCC8492_00165
OG0000342	BU_ATCC8492_00166	BU_ATCC8492_00166	BU_ATCC8492_00166
OG0000343	BU_ATCC8492_00167	BU_ATCC8492_00167	BU_ATCC8492_00167
OG0000344	BU_ATCC8492_00168	BU_ATCC8492_00168	BU_ATCC8492_00168
OG0000345	BU_ATCC8492_00169	BU_ATCC8492_00169	BU_ATCC8492_00169
OG0000346	BU_ATCC8492_00170	BU_ATCC8492_00170	BU_ATCC8492_00170
OG0000347	BU_ATCC8492_00171	BU_ATCC8492_00171	BU_ATCC8492_00171
OG0000348	BU_ATCC8492_00174	BU_ATCC8492_00174	BU_ATCC8492_00174
OG0000349	BU_ATCC8492_00175	BU_ATCC8492_00175	BU_ATCC8492_00175
OG0000350	BU_ATCC8492_00176	BU_ATCC8492_00176	BU_ATCC8492_00176
OG0000351	BU_ATCC8492_00177	BU_ATCC8492_00177	BU_ATCC8492_00177
OG0000352	BU_ATCC8492_00178	BU_ATCC8492_00178	BU_ATCC8492_00178
OG0000353	BU_ATCC8492_00179	BU_ATCC8492_00179	BU_ATCC8492_00179
OG0000354	BU_ATCC8492_00181	BU_ATCC8492_00181	BU_ATCC8492_00181
OG0000355	BU_ATCC8492_00182	BU_ATCC8492_00182	BU_ATCC8492_00182
OG0000356	BU_ATCC8492_00183	BU_ATCC8492_00183	BU_ATCC8492_00183
OG0000357	BU_ATCC8492_00184	BU_ATCC8492_00184	BU_ATCC8492_00184
OG0000358	BU_ATCC8492_00185	BU_ATCC8492_00185	BU_ATCC8492_00185
OG0000359	BU_ATCC8492_00187	BU_ATCC8492_00187	BU_ATCC8492_00187
OG0000360	BU_ATCC8492_00188	BU_ATCC8492_00188	BU_ATCC8492_00188
OG0000361	BU_ATCC8492_00189	BU_ATCC8492_00189	BU_ATCC8492_00189
OG0000362	BU_ATCC8492_00190	BU_ATCC8492_00190	BU_ATCC8492_00190
OG0000363	BU_ATCC8492_00191	BU_ATCC8492_00191	BU_ATCC8492_00191
OG0000364	BU_ATCC8492_00192	BU_ATCC8492_00192	BU_ATCC8492_00192
OG0000365	BU_ATCC8492_00193	BU_ATCC8492_00193	BU_ATCC8492_00193
OG0000366	BU_ATCC8492_00194	BU_ATCC8492_00194	BU_ATCC8492_00194
OG0000367	BU_ATCC8492_00197	BU_ATCC8492_00197	BU_ATCC8492_00197
OG0000368	BU_ATCC8492_00198	BU_ATCC8492_00198	BU_ATCC8492_00198
OG0000369	BU_ATCC8492_00199	BU_ATCC8492_00199	BU_ATCC8492_00199
OG0000370	BU_ATCC8492_00200	BU_ATCC8492_00200	BU_ATCC8492_00200
OG0000371	BU_ATCC8492_00201	BU_ATCC8492_00201	BU_ATCC8492_00201
OG0000372	BU_ATCC8492_00202	BU_ATCC8492_00202	BU_ATCC8492_00202
OG0000373	BU_ATCC8492_00203	BU_ATCC8492_00203	BU_ATCC8492_00203
OG0000374	BU_ATCC8492_00204	BU_ATCC8492_00204	BU_ATCC8492_00204
OG0000375	BU_ATCC8492_00205	BU_ATCC8492_00205	BU_ATCC8492_00205
OG0000376	BU_ATCC8492_00207	BU_ATCC8492_00207	BU_ATCC8492_00207
OG0000377	BU_ATCC8492_00208	BU_ATCC8492_00208	BU_ATCC8492_00208
OG0000378	BU_ATCC8492_00209	BU_ATCC8492_00209	BU_ATCC8492_00209
OG0000379	BU_ATCC8492_00210	BU_ATCC8492_00210	BU_ATCC8492_00210
OG0000380	BU_ATCC8492_00211	BU_ATCC8492_00211	BU_ATCC8492_00211
OG0000381	BU_ATCC8492_00212	BU_ATCC8492_00212	BU_ATCC8492_00212
OG0000382	BU_ATCC8492_00213	BU_ATCC8492_00213	BU_ATCC8492_00213
OG0000383	BU_ATCC8492_00214	BU_ATCC8492_00214	BU_ATCC8492_00214
OG0000384	BU_ATCC8492_00215	BU_ATCC8492_00215	BU_ATCC8492_00215
OG0000385	BU_ATCC8492_00216	BU_ATCC8492_00216	BU_ATCC8492_00216
OG0000386	BU_ATCC8492_00217	BU_ATCC8492_00217	BU_ATCC8492_00217
OG0000387	BU_ATCC8492_00218	BU_ATCC8492_00218	BU_ATCC8492_00218
OG0000388	BU_ATCC8492_00219	BU_ATCC8492_00219	BU_ATCC8492_00219
OG0000389	BU_ATCC8492_00220	BU_ATCC8492_00220	BU_ATCC8492_00220
OG0000390	BU_ATCC8492_00221	BU_ATCC8492_00221	BU_ATCC8492_00221
OG0000391	BU_ATCC8492_00222	BU_ATCC8492_00222	BU_ATCC8492_00222
OG0000392	BU_ATCC8492_00223	BU_ATCC8492_00223	BU_ATCC8492_00223
OG0000393	BU_ATCC8492_00224	BU_ATCC8492_00224	BU_ATCC8492_00224
OG0000394	BU_ATCC8492_00225	BU_ATCC8492_00225	BU_ATCC8492_00225
OG0000395	BU_ATCC8492_00226	BU_ATCC8492_00226	BU_ATCC8492_00226
OG0000396	BU_ATCC8492_00227	BU_ATCC8492_00227	BU_ATCC8492_00227
OG0000397	BU_ATCC8492_00228	BU_ATCC8492_00228	BU_ATCC8492_00228
OG0000398	BU_ATCC8492_00229	BU_ATCC8492_00229	BU_ATCC8492_00229
OG0000399	BU_ATCC8492_00230	BU_ATCC8492_00230	BU_ATCC8492_00230
OG0000400	BU_ATCC8492_00231	BU_ATCC8492_00231	BU_ATCC8492_00231
OG0000401	BU_ATCC8492_00232	BU_ATCC8492_00232	BU_ATCC8492_00232
OG0000402	BU_ATCC8492_00233	BU_ATCC8492_00233	BU_ATCC8492_00233
OG0000403	BU_ATCC8492_00234	BU_ATCC8492_00234	BU_ATCC8492_00234
OG0000404	BU_ATCC8492_00235	BU_ATCC8492_00235	BU_ATCC8492_00235
OG0000405	BU_ATCC8492_00236	BU_ATCC8492_00236	BU_ATCC8492_00236
OG0000406	BU_ATCC8492_00237	BU_ATCC8492_00237	BU_ATCC8492_00237
OG0000407	BU_ATCC8492_00238	BU_ATCC8492_00238	BU_ATCC8492_00238
OG0000408	BU_ATCC8492_00239	BU_ATCC8492_00239	BU_ATCC8492_00239
OG0000409	BU_ATCC8492_00240	BU_ATCC8492_00240	BU_ATCC8492_00240
OG0000410	BU_ATCC8492_00241	BU_ATCC8492_00241	BU_ATCC8492_00241
OG0000411	BU_ATCC8492_00242	BU_ATCC8492_00242	BU_ATCC8492_00242
OG0000412	BU_ATCC8492_00243	BU_ATCC8492_00243	BU_ATCC8492_00243
OG0000413	BU_ATCC8492_00244	BU_ATCC8492_00244	BU_ATCC8492_00244
OG0000414	BU_ATCC8492_00245	BU_ATCC8492_00245	BU_ATCC8492_00245
OG0000415	BU_ATCC8492_00246	BU_ATCC8492_00246	BU_ATCC8492_00246
OG0000416	BU_ATCC8492_00247	BU_ATCC8492_00247	BU_ATCC8492_00247
OG0000417	BU_ATCC8492_00248	BU_ATCC8492_00248	BU_ATCC8492_00248
OG0000418	BU_ATCC8492_00249	BU_ATCC8492_00249	BU_ATCC8492_00249
OG0000419	BU_ATCC8492_00250	BU_ATCC8492_00250	BU_ATCC8492_00250
OG0000420	BU_ATCC8492_00251	BU_ATCC8492_00251	BU_ATCC8492_00251
OG0000421	BU_ATCC8492_00252	BU_ATCC8492_00252	BU_ATCC8492_00252
OG0000422	BU_ATCC8492_00253	BU_ATCC8492_00253	BU_ATCC8492_00253
OG0000423	BU_ATCC8492_00254	BU_ATCC8492_00254	BU_ATCC8492_00254
OG0000424	BU_ATCC8492_00255	BU_ATCC8492_00255	BU_ATCC8492_00255
OG0000425	BU_ATCC8492_00256	BU_ATCC8492_00256	BU_ATCC8492_00256
OG0000426	BU_ATCC8492_00257	BU_ATCC8492_00257	BU_ATCC8492_00257
OG0000427	BU_ATCC8492_00258	BU_ATCC8492_00258	BU_ATCC8492_00258
OG0000428	BU_ATCC8492_00259	BU_ATCC8492_00259	BU_ATCC8492_00259
OG0000429	BU_ATCC8492_00260	BU_ATCC8492_00260	BU_ATCC8492_00260
OG0000430	BU_ATCC8492_00261	BU_ATCC8492_00261	BU_ATCC8492_00261
OG0000431	BU_ATCC8492_00262	BU_ATCC8492_00262	BU_ATCC8492_00262
OG0000432	BU_ATCC8492_00263	BU_ATCC8492_00263	BU_ATCC8492_00263
OG0000433	BU_ATCC8492_00264	BU_ATCC8492_00264	BU_ATCC8492_00264
OG0000434	BU_ATCC8492_00265	BU_ATCC8492_00265	BU_ATCC8492_00265
OG0000435	BU_ATCC8492_00266	BU_ATCC8492_00266	BU_ATCC8492_00266
OG0000436	BU_ATCC8492_00267	BU_ATCC8492_00267	BU_ATCC8492_00267
OG0000437	BU_ATCC8492_00268	BU_ATCC8492_00268	BU_ATCC8492_00268
OG0000438	BU_ATCC8492_00269	BU_ATCC8492_00269	BU_ATCC8492_00269
OG0000439	BU_ATCC8492_00270	BU_ATCC8492_00270	BU_ATCC8492_00270
OG0000440	BU_ATCC8492_00271	BU_ATCC8492_00271	BU_ATCC8492_00271
OG0000441	BU_ATCC8492_00272	BU_ATCC8492_00272	BU_ATCC8492_00272
OG0000442	BU_ATCC8492_00273	BU_ATCC8492_00273	BU_ATCC8492_00273
OG0000443	BU_ATCC8492_00274	BU_ATCC8492_00274	BU_ATCC8492_00274
OG0000444	BU_ATCC8492_00275	BU_ATCC8492_00275	BU_ATCC8492_00275
OG0000445	BU_ATCC8492_00276	BU_ATCC8492_00276	BU_ATCC8492_00276
OG0000446	BU_ATCC8492_00277	BU_ATCC8492_00277	BU_ATCC8492_00277
OG0000447	BU_ATCC8492_00278	BU_ATCC8492_00278	BU_ATCC8492_00278
OG0000448	BU_ATCC8492_00279	BU_ATCC8492_00279	BU_ATCC8492_00279
OG0000449	BU_ATCC8492_00280	BU_ATCC8492_00280	BU_ATCC8492_00280
OG0000450	BU_ATCC8492_00281	BU_ATCC8492_00281	BU_ATCC8492_00281
OG0000451	BU_ATCC8492_00282	BU_ATCC8492_00282	BU_ATCC8492_00282
OG0000452	BU_ATCC8492_00283	BU_ATCC8492_00283	BU_ATCC8492_00283
OG0000453	BU_ATCC8492_00284	BU_ATCC8492_00284	BU_ATCC8492_00284
OG0000454	BU_ATCC8492_00285	BU_ATCC8492_00285	BU_ATCC8492_00285
OG0000455	BU_ATCC8492_00287	BU_ATCC8492_00287	BU_ATCC8492_00287
OG0000456	BU_ATCC8492_00289	BU_ATCC8492_00289	BU_ATCC8492_00289
OG0000457	BU_ATCC8492_00290	BU_ATCC8492_00290	BU_ATCC8492_00290
OG0000458	BU_ATCC8492_00291	BU_ATCC8492_00291	BU_ATCC8492_00291
OG0000459	BU_ATCC8492_00292	BU_ATCC8492_00292	BU_ATCC8492_00292
OG0000460	BU_ATCC8492_00293	BU_ATCC8492_00293	BU_ATCC8492_00293
OG0000461	BU_ATCC8492_00294	BU_ATCC8492_00294	BU_ATCC8492_00294
OG0000462	BU_ATCC8492_00295	BU_ATCC8492_00295	BU_ATCC8492_00295
OG0000463	BU_ATCC8492_00296	BU_ATCC8492_00296	BU_ATCC8492_00296
OG0000464	BU_ATCC8492_00297	BU_ATCC8492_00297	BU_ATCC8492_00297
OG0000465	BU_ATCC8492_00298	BU_ATCC8492_00298	BU_ATCC8492_00298
OG0000466	BU_ATCC8492_00299	BU_ATCC8492_00299	BU_ATCC8492_00299
OG0000467	BU_ATCC8492_00300	BU_ATCC8492_00300	BU_ATCC8492_00300
OG0000468	BU_ATCC8492_00301	BU_ATCC8492_00301	BU_ATCC8492_00301
OG0000469	BU_ATCC8492_00302	BU_ATCC8492_00302	BU_ATCC8492_00302
OG0000470	BU_ATCC8492_00303	BU_ATCC8492_00303	BU_ATCC8492_00303
OG0000471	BU_ATCC8492_00304	BU_ATCC8492_00304	BU_ATCC8492_00304
OG0000472	BU_ATCC8492_00305	BU_ATCC8492_00305	BU_ATCC8492_00305
OG0000473	BU_ATCC8492_00306	BU_ATCC8492_00306	BU_ATCC8492_00306
OG0000474	BU_ATCC8492_00307	BU_ATCC8492_00307	BU_ATCC8492_00307
OG0000475	BU_ATCC8492_00308	BU_ATCC8492_00308	BU_ATCC8492_00308
OG0000476	BU_ATCC8492_00309	BU_ATCC8492_00309	BU_ATCC8492_00309
OG0000477	BU_ATCC8492_00310	BU_ATCC8492_00310	BU_ATCC8492_00310
OG0000478	BU_ATCC8492_00311	BU_ATCC8492_00311	BU_ATCC8492_00311
OG0000479	BU_ATCC8492_00313	BU_ATCC8492_00313	BU_ATCC8492_00313
OG0000480	BU_ATCC8492_00314	BU_ATCC8492_00314	BU_ATCC8492_00314
OG0000481	BU_ATCC8492_00316	BU_ATCC8492_00316	BU_ATCC8492_00316
OG0000482	BU_ATCC8492_00319	BU_ATCC8492_00319	BU_ATCC8492_00319
OG0000483	BU_ATCC8492_00320	BU_ATCC8492_00320	BU_ATCC8492_00320
OG0000484	BU_ATCC8492_00321	BU_ATCC8492_00321	BU_ATCC8492_00321
OG0000485	BU_ATCC8492_00323	BU_ATCC8492_00323	BU_ATCC8492_00323
OG0000486	BU_ATCC8492_00324	BU_ATCC8492_00324	BU_ATCC8492_00324
OG0000487	BU_ATCC8492_00325	BU_ATCC8492_00325	BU_ATCC8492_00325
OG0000488	BU_ATCC8492_00326	BU_ATCC8492_00326	BU_ATCC8492_00326
OG0000489	BU_ATCC8492_00327	BU_ATCC8492_00327	BU_ATCC8492_00327
OG0000490	BU_ATCC8492_00329	BU_ATCC8492_00329	BU_ATCC8492_00329
OG0000491	BU_ATCC8492_00330	BU_ATCC8492_00330	BU_ATCC8492_00330
OG0000492	BU_ATCC8492_00331	BU_ATCC8492_00331	BU_ATCC8492_00331
OG0000493	BU_ATCC8492_00333	BU_ATCC8492_00333	BU_ATCC8492_00333
OG0000494	BU_ATCC8492_00334	BU_ATCC8492_00334	BU_ATCC8492_00334
OG0000495	BU_ATCC8492_00335	BU_ATCC8492_00335	BU_ATCC8492_00335
OG0000496	BU_ATCC8492_00336	BU_ATCC8492_00336	BU_ATCC8492_00336
OG0000497	BU_ATCC8492_00337	BU_ATCC8492_00337	BU_ATCC8492_00337
OG0000498	BU_ATCC8492_00338	BU_ATCC8492_00338	BU_ATCC8492_00338
OG0000499	BU_ATCC8492_00339	BU_ATCC8492_00339	BU_ATCC8492_00339
OG0000500	BU_ATCC8492_00340	BU_ATCC8492_00340	BU_ATCC8492_00340
OG0000501	BU_ATCC8492_00341	BU_ATCC8492_00341	BU_ATCC8492_00341
OG0000502	BU_ATCC8492_00342	BU_ATCC8492_00342	BU_ATCC8492_00342
OG0000503	BU_ATCC8492_00343	BU_ATCC8492_00343	BU_ATCC8492_00343
OG0000504	BU_ATCC8492_00346	BU_ATCC8492_00346	BU_ATCC8492_00346
OG0000505	BU_ATCC8492_00348	BU_ATCC8492_00348	BU_ATCC8492_00348
OG0000506	BU_ATCC8492_00349	BU_ATCC8492_00349	BU_ATCC8492_00349
OG0000507	BU_ATCC8492_00350	BU_ATCC8492_00350	BU_ATCC8492_00350
OG0000508	BU_ATCC8492_00351	BU_ATCC8492_00351	BU_ATCC8492_00351
OG0000509	BU_ATCC8492_00352	BU_ATCC8492_00352	BU_ATCC8492_00352
OG0000510	BU_ATCC8492_00353	BU_ATCC8492_00353	BU_ATCC8492_00353
OG0000511	BU_ATCC8492_00354	BU_ATCC8492_00354	BU_ATCC8492_00354
OG0000512	BU_ATCC8492_00355	BU_ATCC8492_00355	BU_ATCC8492_00355
OG0000513	BU_ATCC8492_00356	BU_ATCC8492_00356	BU_ATCC8492_00356
OG0000514	BU_ATCC8492_00357	BU_ATCC8492_00357	BU_ATCC8492_00357
OG0000515	BU_ATCC8492_00358	BU_ATCC8492_00358	BU_ATCC8492_00358
OG0000516	BU_ATCC8492_00359	BU_ATCC8492_00359	BU_ATCC8492_00359
OG0000517	BU_ATCC8492_00360	BU_ATCC8492_00360	BU_ATCC8492_00360
OG0000518	BU_ATCC8492_00361	BU_ATCC8492_00361	BU_ATCC8492_00361
OG0000519	BU_ATCC8492_00362	BU_ATCC8492_00362	BU_ATCC8492_00362
OG0000520	BU_ATCC8492_00363	BU_ATCC8492_00363	BU_ATCC8492_00363
OG0000521	BU_ATCC8492_00364	BU_ATCC8492_00364	BU_ATCC8492_00364
OG0000522	BU_ATCC8492_00365	BU_ATCC8492_00365	BU_ATCC8492_00365
OG0000523	BU_ATCC8492_00366	BU_ATCC8492_00366	BU_ATCC8492_00366
OG0000524	BU_ATCC8492_00367	BU_ATCC8492_00367	BU_ATCC8492_00367
OG0000525	BU_ATCC8492_00368	BU_ATCC8492_00368	BU_ATCC8492_00368
OG0000526	BU_ATCC8492_00370	BU_ATCC8492_00370	BU_ATCC8492_00370
OG0000527	BU_ATCC8492_00371	BU_ATCC8492_00371	BU_ATCC8492_00371
OG0000528	BU_ATCC8492_00377	BU_ATCC8492_00377	BU_ATCC8492_00377
OG0000529	BU_ATCC8492_00378	BU_ATCC8492_00378	BU_ATCC8492_00378
OG0000530	BU_ATCC8492_00379	BU_ATCC8492_00379	BU_ATCC8492_00379
OG0000531	BU_ATCC8492_00380	BU_ATCC8492_00380	BU_ATCC8492_00380
OG0000532	BU_ATCC8492_00381	BU_ATCC8492_00381	BU_ATCC8492_00381
OG0000533	BU_ATCC8492_00382	BU_ATCC8492_00382	BU_ATCC8492_00382
OG0000534	BU_ATCC8492_00383	BU_ATCC8492_00383	BU_ATCC8492_00383
OG0000535	BU_ATCC8492_00384	BU_ATCC8492_00384	BU_ATCC8492_00384
OG0000536	BU_ATCC8492_00385	BU_ATCC8492_00385	BU_ATCC8492_00385
OG0000537	BU_ATCC8492_00386	BU_ATCC8492_00386	BU_ATCC8492_00386
OG0000538	BU_ATCC8492_00387	BU_ATCC8492_00387	BU_ATCC8492_00387
OG0000539	BU_ATCC8492_00388	BU_ATCC8492_00388	BU_ATCC8492_00388
OG0000540	BU_ATCC8492_00389	BU_ATCC8492_00389	BU_ATCC8492_00389
OG0000541	BU_ATCC8492_00390	BU_ATCC8492_00390	BU_ATCC8492_00390
OG0000542	BU_ATCC8492_00391	BU_ATCC8492_00391	BU_ATCC8492_00391
OG0000543	BU_ATCC8492_00393	BU_ATCC8492_00393	BU_ATCC8492_00393
OG0000544	BU_ATCC8492_00394	BU_ATCC8492_00394	BU_ATCC8492_00394
OG0000545	BU_ATCC8492_00395	BU_ATCC8492_00395	BU_ATCC8492_00395
OG0000546	BU_ATCC8492_00396	BU_ATCC8492_00396	BU_ATCC8492_00396
OG0000547	BU_ATCC8492_00397	BU_ATCC8492_00397	BU_ATCC8492_00397
OG0000548	BU_ATCC8492_00398	BU_ATCC8492_00398	BU_ATCC8492_00398
OG0000549	BU_ATCC8492_00399	BU_ATCC8492_00399	BU_ATCC8492_00399
OG0000550	BU_ATCC8492_00400	BU_ATCC8492_00400	BU_ATCC8492_00400
OG0000551	BU_ATCC8492_00401	BU_ATCC8492_00401	BU_ATCC8492_00401
OG0000552	BU_ATCC8492_00402	BU_ATCC8492_00402	BU_ATCC8492_00402
OG0000553	BU_ATCC8492_00403	BU_ATCC8492_00403	BU_ATCC8492_00403
OG0000554	BU_ATCC8492_00404	BU_ATCC8492_00404	BU_ATCC8492_00404
OG0000555	BU_ATCC8492_00405	BU_ATCC8492_00405	BU_ATCC8492_00405
OG0000556	BU_ATCC8492_00406	BU_ATCC8492_00406	BU_ATCC8492_00406
OG0000557	BU_ATCC8492_00408	BU_ATCC8492_00408	BU_ATCC8492_00408
OG0000558	BU_ATCC8492_00409	BU_ATCC8492_00409	BU_ATCC8492_00409
OG0000559	BU_ATCC8492_00410	BU_ATCC8492_00410	BU_ATCC8492_00410
OG0000560	BU_ATCC8492_00411	BU_ATCC8492_00411	BU_ATCC8492_00411
OG0000561	BU_ATCC8492_00412	BU_ATCC8492_00412	BU_ATCC8492_00412
OG0000562	BU_ATCC8492_00413	BU_ATCC8492_00413	BU_ATCC8492_00413
OG0000563	BU_ATCC8492_00414	BU_ATCC8492_00414	BU_ATCC8492_00414
OG0000564	BU_ATCC8492_00415	BU_ATCC8492_00415	BU_ATCC8492_00415
OG0000565	BU_ATCC8492_00417	BU_ATCC8492_00417	BU_ATCC8492_00417
OG0000566	BU_ATCC8492_00418	BU_ATCC8492_00418	BU_ATCC8492_00418
OG0000567	BU_ATCC8492_00419	BU_ATCC8492_00419	BU_ATCC8492_00419
OG0000568	BU_ATCC8492_00420	BU_ATCC8492_00420	BU_ATCC8492_00420
OG0000569	BU_ATCC8492_00421	BU_ATCC8492_00421	BU_ATCC8492_00421
OG0000570	BU_ATCC8492_00422	BU_ATCC8492_00422	BU_ATCC8492_00422
OG0000571	BU_ATCC8492_00423	BU_ATCC8492_00423	BU_ATCC8492_00423
OG0000572	BU_ATCC8492_00424	BU_ATCC8492_00424	BU_ATCC8492_00424
OG0000573	BU_ATCC8492_00425	BU_ATCC8492_00425	BU_ATCC8492_00425
OG0000574	BU_ATCC8492_00426	BU_ATCC8492_00426	BU_ATCC8492_00426
OG0000575	BU_ATCC8492_00427	BU_ATCC8492_00427	BU_ATCC8492_00427
OG0000576	BU_ATCC8492_00428	BU_ATCC8492_00428	BU_ATCC8492_00428
OG0000577	BU_ATCC8492_00429	BU_ATCC8492_00429	BU_ATCC8492_00429
OG0000578	BU_ATCC8492_00430	BU_ATCC8492_00430	BU_ATCC8492_00430
OG0000579	BU_ATCC8492_00431	BU_ATCC8492_00431	BU_ATCC8492_00431
OG0000580	BU_ATCC8492_00432	BU_ATCC8492_00432	BU_ATCC8492_00432
OG0000581	BU_ATCC8492_00433	BU_ATCC8492_00433	BU_ATCC8492_00433
OG0000582	BU_ATCC8492_00434	BU_ATCC8492_00434	BU_ATCC8492_00434
OG0000583	BU_ATCC8492_00436	BU_ATCC8492_00436	BU_ATCC8492_00436
